feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,target
4.139650255822347,-2.52967444022606,2.3556289690884733,-0.7158294300943997,-0.9192786996459645,1.4141093920423182,-7.223540202575091,2.018091812005666,-0.04254028842578179,-3.897662219910385,0
4.987303775250317,-4.39855844375478,0.17458827752600908,-0.5912207299953881,-1.8601845713780738,-1.1069681732382641,-6.159228733135839,-2.9547769088769336,-0.6676882828147466,-1.1292401743173213,0
0.34545087887669385,2.603860075421551,2.6948223321955105,1.0623270109994887,4.691340621024867,1.7301898966901859,2.248787625019602,1.3273464203860355,0.6353117835820689,-3.0930352361456865,0
-1.0696155409809118,1.718811004115151,-0.06283447474147266,-2.9959236937682063,-2.2380070042803126,-1.7564672148392781,-3.3526589930101145,1.1682278992695796,0.49479478432850976,-1.4940834572416672,0
-0.7842982910820422,0.9445865165907197,-0.7931029159474979,-2.7048387774884435,3.8605527349909274,1.4222877836069765,1.1290171812301597,-2.3895148469018306,-1.7723990108582852,1.8120521913007166,1
0.3256352884451815,0.660588683321806,-1.3716260698570923,-0.3673597417747132,2.0560434878889824,3.3482888411856013,-1.5180090025093145,1.7317854518220628,-0.07390739771096427,-1.9354926031348976,0
4.608970328850347,-1.7919926866654448,1.0270789379614798,0.4070635001168581,2.606804376497469,-0.06270762827134058,-2.9647360693333233,3.0115365432244214,-0.27634564506213244,-3.6938609817235024,0
-3.681348154492412,2.616088613974152,0.0806672587862179,-0.8714941786590159,3.0952545919323082,0.8759953201191117,5.529552944173785,0.15795760311798746,-0.4074380751361637,3.0880784033136583,1
0.7221230310602436,-0.684583329023943,0.6032003423308876,0.26434232037333194,-4.346012452933568,-0.5129961654716281,-4.25214151261946,-1.6456047699433327,-0.012713547711493566,-1.8790414268253914,0
2.957197106592256,-2.9152658684205766,0.2151404628615487,-3.058883050209046,0.10912180895244727,-0.33765825930563675,-4.898396517925108,-2.714651356273473,0.4692137015993424,0.6467536276653875,1
1.4066410476622453,-0.5591782866323362,0.36038427038837106,-0.3995537948004686,3.052294515030977,1.4339881178621852,-0.10956185825080855,0.9623075159809297,1.396907532065686,-0.4402065163893043,0
-1.2847950273255724,-2.226969145838973,1.5029565872574153,-4.004165600850378,-5.454145331248249,3.307064919216532,-7.977094606170001,0.6580462313200561,-0.37498601027326617,1.6912856813550492,1
1.1773170461904499,-1.855916182685276,-0.07139256955863768,-1.757477889720838,-0.9648371370290367,0.060925105182050965,-3.129770999803825,-1.1945898311195218,-0.6879024189448028,0.8065149213087333,1
-3.671255872240404,0.35669684275601043,-0.34705715501187273,-0.7079777116664294,-3.4291078750296826,3.1910029602698735,-1.0635707916510044,2.790453563027488,1.625545687299529,1.9866807593477467,1
5.8294389719496635,-3.915053737715392,-0.5054976982602105,1.5116600970396146,-1.2059053709475913,-1.8513562714735743,-4.516016185088093,-4.997884663791497,0.8012400360243159,-2.4260798411080127,0
8.11358027063632,-5.072114431398261,0.7682538372578852,-2.274649175847355,1.5582168211924121,-3.28431090234029,-7.092822215934155,-3.6898410564622024,-1.9614555620403007,-2.299818549725935,0
5.1551794161783855,-3.7880133490701073,0.8238943537007667,-0.848851206031505,1.2218421499699685,2.6150657364445347,-6.22915900946419,-6.055756881465842,-0.7542179562565453,-1.5681558721466597,1
-0.8729577640112107,0.5709261988314672,0.9432203814756326,-2.0475165480913513,1.6284882171517785,0.32594959065191853,0.7018307675279366,-3.7239422124373904,-0.5253964523402401,1.9527116806906197,1
6.961962096108903,-3.141737919310658,0.09665391668743983,0.4601187501607231,0.9047804422188397,-2.182487646607025,-5.726834298986642,0.8103311250493113,0.9916136605408773,-5.102331054441182,0
-1.5659237882835297,-1.4172152899841715,0.39199028512454465,-2.0261661371662267,-3.1133956250814077,2.961791122273663,-3.772118804546456,1.6335928075553185,0.23143377032956827,1.9150540682891508,1
-2.6729720875748013,2.006925852811908,0.5838458300825154,-2.425011303914882,0.2605358942050613,1.4921230116074227,-0.06315511581548235,-2.297246486037661,0.9813097574429632,1.2588687275395096,1
3.3921243693526564,-1.3822586854796457,0.14722501101269264,-1.6325608130435179,1.9437461779131666,0.09115275835995718,-3.836611388244372,-0.011961277879336762,-0.3150390874327181,-2.170838098449263,0
-2.8796865563476124,2.041721538086036,-0.2561706752715692,-2.0255998432167113,-1.3328373178090671,1.464420305312962,-0.9451823295186879,-2.5864588815405414,-0.561394510902489,0.7476245850514643,1
0.3448424244538,-0.15843082078758264,-0.04877411658967404,-1.2420209020837123,-2.694716143307643,-1.260792175494268,-3.3194239669179457,-1.0152080477806569,-1.8175918389495744,-0.9914212455473612,0
